1,0,0.4999999999999998,0.004717111587524414,1
2,10,0.9999999999999987,0.0049326419830322266,1
3,101,0.9453124999999976,0.005018711090087891,2
4,1111,0.9613189697265582,0.005171775817871094,3
5,10000,0.999182315543287,0.005385875701904297,4
6,111111,0.9965856807867853,0.005736827850341797,6
7,0011000,0.9956198656943053,0.0064105987548828125,8
8,00111000,0.9999470421032467,0.008137941360473633,12
9,001100110,0.9994480261539677,0.014191865921020508,17
10,1100011110,0.9994612447442873,0.03483104705810547,25
11,10001010000,0.9999968477765427,0.21118807792663574,35
12,110111111000,0.999945346108938,0.9825990200042725,50
13,0111000101110,0.9999157752492123,4.294714450836182,71
