9.999694819562152670e-01,0.000000000000000000e+00
6.243324824040118182e-02,9.756088256836016647e-04
-5.465195687916864220e-02,1.217129174619855232e-04
4.781094036336794306e-02,8.688421220881582547e-04
-4.185576731671074302e-02,2.148919483815445338e-04
3.661282059655164567e-02,7.870458865202307032e-04
-3.205613250445647072e-02,2.862190407742341326e-04
2.803702766314746658e-02,7.243726531064608766e-04
-2.455133246096086186e-02,3.408113935235988529e-04
2.146947662528725723e-02,6.763442897521228497e-04
-1.880397289662370797e-02,3.825878824345934292e-04
1.643988624874265225e-02,6.395313335927141482e-04
-1.440250414755553550e-02,4.145496782498927233e-04
1.258810368557006058e-02,6.113074182573310662e-04
-1.103175143591581843e-02,4.389951507756335901e-04
9.638315094075367018e-03,5.896612082715986481e-04
-8.450346223937539591e-03,4.576844477067095189e-04
7.379295502131830164e-03,5.730523738338774839e-04
-6.473442593995559595e-03,4.719655331078918955e-04
5.649283670437046760e-03,5.603012927828991902e-04
-4.959481030587205470e-03,4.828707107594417433e-04
4.324398893607184907e-03,5.505045816728306157e-04
-3.800051801511152190e-03,4.911905440909847959e-04
3.309770303739465944e-03,5.429704074086769312e-04
-2.912132087745504874e-03,4.975304658710637739e-04
2.532743474551625920e-03,5.371689473175671409e-04
-2.232140988033307159e-03,5.023541312893419148e-04
1.937677873024595820e-03,5.326944502624490763e-04
-1.711386696287926692e-03,5.060166188049612396e-04
1.481962620877961320e-03,5.292361821166889028e-04
-1.312579838922703791e-03,5.087898561666504308e-04
1.132965267465273988e-03,5.265561750994530218e-04
-1.007163303472686372e-03,5.108820922795591487e-04
8.656950855763697597e-04,5.244721876736520121e-04
-7.732673561807837685e-04,5.124528092361220607e-04
6.610135663323126517e-04,5.228446548198253810e-04
-5.941436211319274605e-04,5.136241423132798271e-04
5.042639724943020129e-04,5.215666942373869790e-04
-4.569657832500153422e-04,5.144896256850772353e-04
3.842218169381777159e-04,5.205564528495731967e-04
-3.519111373810352578e-04,5.151208901028926385e-04
2.922911134533076995e-04,5.197512455701776279e-04
-2.714572161618503685e-04,5.155727921423638050e-04
2.218888459858134668e-04,5.191030666279929789e-04
-2.098431304749598597e-04,5.158873423059403499e-04
1.679735801612331815e-04,5.185751520295539454e-04
-1.626570508202791353e-04,5.160967132596623380e-04
1.266844624825921081e-04,5.181393470091796719e-04
-1.265202904812623907e-04,5.162255436143349009e-04
9.506475710490582399e-05,5.177740899579634211e-04
-9.884536870220287622e-05,5.162927022173555624e-04
7.085012354911064041e-05,5.174628684673825358e-04
-7.765072956423173061e-05,5.163126392904833972e-04
5.230647460759265755e-05,5.171930369298154270e-04
-6.141884917815315626e-05,5.162964211641152658e-04
3.810580397059682459e-05,5.169549110281522475e-04
-4.898757070936314714e-05,5.162525227020425952e-04
2.723109199173235094e-05,5.167410742738360284e-04
-3.946688608754389245e-05,5.161874341596786771e-04
1.890348020205953150e-05,5.165458469367717811e-04
-3.217520540881446537e-05,5.161061259309015657e-04
1.252649977545713180e-05,5.163648793388855114e-04
-2.659055048826539233e-05,5.160124044625275354e-04
7.643360326106792886e-06,5.161948403884055511e-04
-2.231317769123362921e-05,5.159091848223069238e-04
3.904240627087511974e-06,5.160331790518146592e-04
-1.903695358519012554e-05,5.157986994381378709e-04
1.041239044299148371e-06,5.158779416832486118e-04
-1.652743371525599024e-05,5.156826579556693857e-04
-1.150810032649212244e-06,5.157276321308847502e-04
-1.460507479544930723e-05,5.155623696611316828e-04
-2.829027435910180982e-06,5.155811046030074445e-04
-1.313237819497961661e-05,5.154388372357479684e-04
-4.113740133773150388e-06,5.154374816222252742e-04
-1.200404410624287429e-05,5.153128285551424395e-04
-5.097097455500814643e-06,5.152960911928041159e-04
-1.113943136634146025e-05,5.151849316750835642e-04
-5.849669606619788562e-06,5.151564186818766156e-04
-1.047678300438165184e-05,5.150555969409015972e-04
-6.425500972989871783e-06,5.150180699689051352e-04
-9.968804024634334869e-06,5.149251692359098527e-04
-6.865980064400793640e-06,5.148807432246315817e-04
-9.579274764940891250e-06,5.147939126780455956e-04
-7.202803211839506839e-06,5.147442072987175017e-04
-9.280457323925889814e-06,5.146620295331417062e-04
-7.460244239199789896e-06,5.146082851684637702e-04
-9.051109339643955673e-06,5.145296746991820554e-04
-7.656892633262674417e-06,5.144728412634394206e-04
-8.874962892793024656e-06,5.143969667987013982e-04
-7.806984676717370692e-06,5.143377717583733728e-04
-8.739559613664536384e-06,5.142639966736004681e-04
-7.921422862289603326e-06,5.142029971392113232e-04
-8.635358578613939464e-06,5.141308338907007525e-04
-8.008556584989585969e-06,5.140684565100272748e-04
-8.555053115400920933e-06,5.139975317238480897e-04
-8.074780015275750936e-06,5.139341032331090891e-04
-8.493047596045711094e-06,5.138641309693313527e-04
-8.124989964924540426e-06,5.137999015900342973e-04
-8.445056752028096581e-06,5.137306628678176045e-04
-8.162936531879187032e-06,5.136658242246407505e-04
-8.407798820081916293e-06,5.135971513420508391e-04
-8.191491632645691074e-06,5.135318501847873848e-04
